year,make,model,price,mileage
2019,Jeep,Cherokee Latitude Plus,18923,33329
2018,Honda,Accord Sport,22991,17183
2019,Ford,Escape SE,21097,4
2019,Ford,Escape SE,20597,4
2019,Ford,Escape SE,20597,4
2019,Ford,Escape SE,20497,4
2019,Ford,Escape SE,20497,4
2018,Hyundai,Sonata Sport,18450,23656
2018,Subaru,Impreza 2.0i,16999,18000
2018,Nissan,Rogue SV,16990,38177
2018,Hyundai,Tucson SEL,16491,34557
2018,Hyundai,Tucson SEL,16491,34903
2019,Chrysler,300 Limited,19731,29006
2017,Chevrolet,Volt Premier,21361,39145
2018,Jeep,Grand Cherokee Limited,25512,37495
2018,Hyundai,Tucson SEL,19400,24048
2018,Subaru,Crosstrek 2.0i Limited,26900,7330
2018,Jeep,Renegade Altitude,18800,7514
2017,Kia,Cadenza Premium,20500,22736
2019,Honda,Insight EX,22500,19969
2017,Nissan,Maxima 3.5 S,18900,25732
2018,Kia,Soul +,14800,33139
2018,Nissan,Murano SV,23000,27264
2018,Chevrolet,Volt LT,23800,18127
2017,Chevrolet,Volt Premier,22900,21784
2017,Mitsubishi,Outlander SEL,18700,21270
2018,GMC,Terrain SLE,21800,23563
2018,Dodge,Charger SXT,25100,12112
2017,Chevrolet,Volt Premier,22700,10783
2017,GMC,Acadia SLE-1,19800,36515
2017,Kia,Optima Hybrid EX,20700,17590
2018,Chevrolet,Trax Premier,18300,20176
2018,Subaru,Crosstrek 2.0i Limited,24100,20927
2017,Ford,Fusion Energi Titanium,19858,20995
2017,Honda,Civic EX,17917,19637
2018,Nissan,Rogue SV,20949,38245
2018,Jeep,Renegade Sport,19998,2
2019,Chevrolet,Trax LS,17985,3781
2018,Subaru,Outback 2.5i,24848,25948
2018,Honda,CR-V EX,24681,36187
2018,Chevrolet,Cruze LT,16999,80
2018,Chevrolet,Trax LT,16999,118
2018,Chevrolet,Malibu LT,17999,10748
2018,Chevrolet,Cruze LT,17999,26536
2018,Chevrolet,Impala 1LS,19999,383
2017,Chevrolet,Cruze Premier,16999,27418
2019,Kia,Optima LX,14390,37967
2018,Nissan,Rogue SV,17976,35923
2018,Chevrolet,Impala 1LT,15976,36607
2019,Jeep,Compass Limited,19961,20476
2019,Ford,Escape SEL,21111,21700
2017,Kia,Niro EX,20700,29854
2019,GMC,Acadia SLT-1,29260,16549
2018,Hyundai,Santa Fe SE,29998,8122
2018,Hyundai,Kona SE,16500,8500
2018,Hyundai,Kona SEL,23998,11568
2018,Jeep,Compass Latitude,21304,3844
2018,Chevrolet,Cruze LT,16499,33538
2018,Hyundai,Elantra SEL,15999,22992
2018,Kia,Optima LX,16999,39889
2018,Hyundai,Ioniq Hybrid Blue,20999,29445
2019,Chevrolet,Equinox 1LT,26999,33900
2017,Chevrolet,Malibu 1LS,22175,39043
2017,Buick,Encore Preferred,17999,30881
2019,Chevrolet,Malibu LT,18999,34735
2018,Chevrolet,Impala 1LT,18977,37105
2018,Chevrolet,Impala 1LT,18977,37105
2019,Hyundai,Elantra SEL,15999,37988
2018,Chevrolet,Cruze LT,18999,28628
2018,Hyundai,Elantra SEL,12988,36257
2017,Honda,Civic EX,18988,36885
2018,Nissan,Maxima 3.5 SV,19998,31667
2018,Subaru,Crosstrek 2.0i Limited,29998,1353
2018,GMC,Acadia SLE-2,23998,20760
2019,Hyundai,Santa Fe SE 2.4,21998,20957
2018,Buick,Encore Preferred,17998,29622
2018,Nissan,Rogue SV,16879,38851
2019,Subaru,Forester Premium,27950,2992
2017,GMC,Acadia SLE-1,21950,29647
2017,Chevrolet,Volt LT,17999,23095
2018,Chevrolet,Cruze LS,14899,10582
2019,Chevrolet,Impala 1LT,19999,30712
2019,Chevrolet,Malibu 1LS,19499,3367
2019,Chevrolet,Cruze LT,15899,14827
2017,Honda,Accord Hybrid Touring,23989,34798
2018,Honda,Accord Sport,24998,13033
2019,Jeep,Cherokee Latitude Plus,19998,19088
2019,Honda,Accord Sport,26998,4173
2019,Hyundai,Santa Fe SE 2.4,21998,15599
2017,Mercedes-Benz,CLA 250 Base,23995,23153
2018,Chevrolet,Volt LT,23800,18127
2018,Subaru,Crosstrek 2.0i Limited,26900,7330
2017,Nissan,Maxima 3.5 S,18900,25732
2018,Dodge,Charger SXT,25100,12112
2017,Chevrolet,Volt Premier,22700,10783
2018,Jeep,Renegade Altitude,18800,7514
2018,Subaru,Crosstrek 2.0i Limited,24100,20927
2017,Kia,Optima Hybrid EX,20700,17590
2017,Mitsubishi,Outlander SEL,18700,21270
2017,Kia,Cadenza Premium,20500,22736
2018,Nissan,Murano SV,23000,27264
2018,Hyundai,Tucson SEL,19400,24048
2018,Chevrolet,Trax Premier,18300,20176
2017,GMC,Acadia SLE-1,19800,36515
2018,Kia,Soul +,14800,33139
2018,GMC,Terrain SLE,21800,23563
2018,Dodge,Charger SXT Plus,21995,31223
2018,Hyundai,Sonata SE,14999,38747
2018,Honda,Civic EX-T,18999,20082
2018,Jeep,Grand Cherokee Altitude,29999,12559
2018,Dodge,Durango SXT,24999,22808
2018,Chevrolet,Malibu LT,14991,37138
2019,Jeep,Cherokee Latitude Plus,16799,33981
2018,Chrysler,300,28995,21280
2019,Jeep,Compass,27995,3127
2019,Dodge,Charger,29995,16164
2018,Chevrolet,Equinox 1LT,18790,20845
2018,Jeep,Grand Cherokee Limited,28400,33110
2019,Cadillac,XTS Luxury,27790,28969
2018,Honda,Civic EX,20500,9657
2018,Jeep,Renegade Latitude,20999,4510
2019,Chrysler,300 Limited,23999,29001
2019,Nissan,Rogue Sport S,18999,26953
2018,Chevrolet,Equinox 1LT,21788,9604
2019,Chevrolet,Equinox 1LT,24977,19233
2018,Chevrolet,Cruze LT,13985,37691
2019,Kia,Optima LX,15985,30703
2018,Subaru,Outback 2.5i Premium,25860,22018
2017,Subaru,Impreza 2.0i Premium,18083,18857
2018,Subaru,Outback 2.5i Premium,26182,14740
2018,Subaru,Outback 2.5i Premium,25750,18225
2018,Subaru,Outback 2.5i Premium,25697,23485
2018,Subaru,Outback 2.5i Premium,26492,14338
2018,Subaru,Outback 2.5i Premium,26411,15167
2018,Subaru,Outback 2.5i Premium,25633,22025
2018,Subaru,Outback 2.5i Premium,27250,7064
